C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_41_654.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_41_654.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_41_654.jpg,0,0,0,6.905697
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_41_722.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_41_722.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_41_722.jpg,0,0,0,6.86439
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_41_791.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_41_791.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_41_791.jpg,0,0,0,6.809721
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_41_859.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_41_859.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_41_859.jpg,0,0,0,6.769011
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_41_930.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_41_930.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_41_930.jpg,0,0,0,6.715112
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_000.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_000.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_000.jpg,0,0,0,6.674973
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_066.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_066.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_066.jpg,0,0,0,6.635076
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_136.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_136.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_136.jpg,0,0,0,6.582253
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_206.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_206.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_206.jpg,0,0,0,6.542916
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_277.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_277.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_277.jpg,0,0,0,6.490834
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_345.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_345.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_345.jpg,0.1,0.0916245,0,6.475782
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_412.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_412.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_412.jpg,0.3,0.3411405,0,6.637506
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_482.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_482.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_482.jpg,0.45,0.5130951,0,6.896306
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_548.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_548.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_548.jpg,0.6000001,0.7024925,0,7.274284
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_617.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_617.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_617.jpg,0,0.9317465,0,7.955375
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_685.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_685.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_685.jpg,0,1,0,8.622852
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_753.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_753.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_753.jpg,0.1,1,0,9.519823
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_821.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_821.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_821.jpg,0.25,1,0,10.17626
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_889.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_889.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_889.jpg,0.45,1,0,11.01759
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_42_959.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_42_959.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_42_959.jpg,0.6000001,1,0,11.71644
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_43_027.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_43_027.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_43_027.jpg,0,0.8359425,0,12.02335
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_43_095.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_43_095.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_43_095.jpg,0,0.5900901,0,12.74009
C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\center_2023_10_14_22_14_43_164.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\left_2023_10_14_22_14_43_164.jpg,C:\Users\birke\HB_study\self_drive\udacity\data\IMG\IMG\IMG\right_2023_10_14_22_14_43_164.jpg,0,0.5010399,0,13.07448
